AGE,GENDER,CIVIL STATUS,NO DEPENDANTS,MOP,PORTFOLIO AT RISK,CYCLES,CURT/PDNP,BRANCH,YEARS BUS,HOME,YEARS HOME,CF TO LOAN,COLL TO LOAN,INDUSTRY,BUSINESS
31,FEMALE,MARRIED,4,WALK-IN,,1,CURT,PASIG,8.0,RENTED,6.0,2.13,1.413,RETAIL,FISH VENDOR
55,FEMALE,MARRIED,2,WALK-IN,,7,CURT,PASIG,3.0,OWNED,20.0,1.26,0.41700000000000004,RETAIL,Fish and Egg Vendor
41,MALE,MARRIED,3,WALK-IN,,2,CURT,PASIG,7.0,OWNED,6.0,1.12,1.15,SERVICES,Fried Chicken Vendor
45,FEMALE,MARRIED,2,PDC,,1,CURT,PASIG,4.0,SHARED/BORROWED,44.0,1.94,0.581,MANUFACTURING,GARMENTS
38,FEMALE,MARRIED,3,WALK-IN,"3,830.60",1,PDNP,PASIG,6.0,OWNED,16.0,1.41,0.7,RETAIL,SARI SARI STORE
25,FEMALE,SINGLE,0,WALK-IN,"36,640.70",1,PDNP,PASIG,3.0,OWNED,3.0,1.3,0.8,RETAIL,GENERAL MERCHANDISE
46,FEMALE,WIDOW,4,WALK-IN,"5,813.50",2,PDNP,PASIG,18.0,OWNED,20.0,6.94,13.004000000000001,RETAIL,SARI SARI STORE
36,MALE,SINGLE,0,WALK-IN,,1,CURT,PASIG,5.0,RENTED,7.0,1.26,2.867,WHOLESALE/RETAIL,GENERAL MERCHANDISE
42,FEMALE,MARRIED,2,PDC,,26,CURT,PASIG,4.0,RENTED,4.0,1.58,0.833,WHOLESALE/RETAIL,SOFTDRINKS DEALER
43,FEMALE,MARRIED,4,PDC,,5,CURT,PASIG,3.0,OWNED,24.0,1.61,0.848,MANUFACTURING,TAILORING
38,FEMALE,SINGLE,2,WALK-IN,"16,447.38",1,PDNP,PASIG,4.0,SHARED/BORROWED,17.0,1.96,3.963,SERVICES,COMPUTER SHOP
52,FEMALE,WIDOW,1,WALK-IN,"7,440.53",1,PDNP,PASIG,15.0,OWNED,15.0,1.28,0.5479999999999999,RETAIL,SARI SARI STORE
54,FEMALE,MARRIED,1,WALK-IN,,1,CURT,PASIG,6.0,OWNED,24.0,1.32,1.932,RETAIL,GENERAL MERCHANDISE
37,FEMALE,SINGLE,2,PDC,,2,CURT,PASIG,5.0,RENTED,10.0,0.78,0.6859999999999999,RETAIL/WHOLESALE/TRADE,SOFTDRINKS DEALER/SARI-SARI STORE
50,MALE,MARRIED,5,WALK-IN,,8,CURT,PASIG,4.0,OWNED,11.0,1.66,0.6,RETAIL,GENERAL MERCHANDISE
55,MALE,MARRIED,1,PDC,,2,CURT,PASIG,14.0,OWNED,14.0,1.32,0.396,WHOLESALE/RETAIL,SOFTDRINKS DEALER
32,FEMALE,SINGLE,0,WALK-IN,"9,278.12",3,PDNP,PASIG,5.0,OWNED,30.0,1.29,1.1520000000000001,WHOLESALE/RETAIL,SOFTDRINKS DEALER
36,MALE,MARRIED,2,WALK-IN,,1,CURT,PASIG,7.0,RENTED,7.0,1.18,1.033,RETAIL,SARI SARI STORE
41,FEMALE,SINGLE,0,WALK-IN,"32,399.76",7,PDNP,PASIG,15.0,RENTED,15.0,7.29,0.779,RETAIL,VEGETABLES AND FRUITS DEALER
46,FEMALE,SEPARATED,1,WALK-IN,,2,CURT,PASIG,7.0,MORTGAGED,2.0,2.03,0.985,SERVICES,CARINDERIA
47,MALE,MARRIED,2,WALK-IN,,1,CURT,PASIG,4.0,OWNED,25.0,2.45,1.347,SERVICES,CAR SERVICES/BUY&SELL
46,FEMALE,MARRIED,3,WALK-IN,"18,224.44",1,PDNP,PASIG,4.0,OWNED,10.0,1.57,1.391,SERVICES,PRINTING AND PHOTOCOPYING SERVICES
44,MALE,MARRIED,1,WALK-IN,,4,CURT,PASIG,15.0,RENTED,16.0,1.27,0.475,RETAIL,CELLPHONE ACCESSORIES
45,MALE,MARRIED,2,PDC,,4,CURT,PASIG,14.0,OWNED,14.0,1.82,1.964,MANUFACTURING,BAKERY
48,FEMALE,MARRIED,3,PDC,,10,CURT,PASIG,6.0,RENTED,10.0,5.22,12.84,SERVICES,RESTAURANT
41,MALE,MARRIED,2,PDC,"91,426.90",2,PDNP,PASIG,10.0,OWNED,11.0,2.19,0.835,WHOLESALE/RETAIL,SOFDRINKS DEALER
46,FEMALE,MARRIED,1,WALK-IN,,5,CURT,PASIG,5.0,RENTED,5.0,0.9,0.26,RETAIL,SARI SARI STORE
44,FEMALE,SEPARATED,2,PDC,,2,CURT,PASIG,15.0,OWNED,15.0,1.27,0.768,RETAIL/WHOLESALE/TRADE,GENERAL MERCHANDISE
50,FEMALE,WIDOW,3,PDC,,6,CURT,PASIG,18.0,OWNED,20.0,1.37,0.419,RETAIL,MEAT SHOP
27,MALE,SINGLE,3,WALK-IN,,3,CURT,PASIG,1.0,OWNED,27.0,0.64,1.2,RETAIL,MEAT SHOP
55,FEMALE,SEPARATED,4,WALK-IN,"36,282.60",4,PDNP,PASIG,18.0,OWNED,40.0,5.8,3.938,SERVICES,CATERING
47,FEMALE,MARRIED,2,PDC,,3,CURT,ANB,10.0,OWNED,11.0,1.23,1.17,MANUFACTURING,DRESS SHOP
39,FEMALE,MARRIED,3,PDC,662.50,3,PDNP,PASIG,3.0,RENTED,4.0,1.28,1.0659999999999998,RETAIL,SARI SARI STORE
44,MALE,SINGLE,1,PDC,,1,CURT,PASIG,6.0,OWNED,30.0,6.63,12.584000000000001,SERVICES/RETAIL,CAR SERVICES/BUY&SELL
23,MALE,MARRIED,0,WALK-IN,"36,980.02",2,PDNP,ANB,6.0,OWNED,10.0,4.22,2.45,RETAIL,GENERAL MERCHANDISE
27,FEMALE,MARRIED,3,WALK-IN,"53,456.88",1,PDNP,PASIG,8.0,OWNED,2.0,2.14,1.446,MANUFACTURING,GARMENTS/RTW
41,FEMALE,MARRIED,3,PDC,,12,CURT,PASIG,6.0,OWNED,9.0,1.08,0.78,WHOLESALE/RETAIL,ELECTRONIC PARTS/SERVICES
61,MALE,WIDOW,1,WALK-IN,"5,687.92",1,PDNP,PASIG,28.0,OWNED,28.0,1.44,1.025,RETAIL,SARI SARI STORE
34,FEMALE,SINGLE,1,WALK-IN,,1,CURT,ANB,4.0,RENTED,11.0,0.51,4.333,RETAIL,SARI SARI STORE
41,FEMALE,SEPARATED,4,WALK-IN,"13,668.27",1,PDNP,ANB,8.0,OWNED,21.0,3.48,6.667000000000001,SERVICES,WATER REFILLING STATION
53,FEMALE,SINGLE,2,WALK-IN,,1,CURT,PASIG,10.0,SHARED/BORROWED,25.0,1.31,0.7959999999999999,RETAIL,FISH/VEGETABLE
45,MALE,MARRIED,2,PDC,,8,CURT,PASIG,20.0,RENTED,20.0,1.63,2.012,RETAIL,PLASTIC WARE
52,FEMALE,MARRIED,1,WALK-IN,,1,CURT,ANB,35.0,OWNED,35.0,1.13,0.797,RETAIL,SARI SARI STORE
51,FEMALE,MARRIED,4,WALK-IN,,7,CURT,PASIG,2.0,RENTED,13.0,2.4,1.5,RETAIL,PHARMACY
54,FEMALE,MARRIED,6,PDC,,2,CURT,PASIG,8.0,MORTGAGED,14.0,0.62,1.113,WHOLESALE/RETAIL,Confectionery and Baking Supply
54,FEMALE,MARRIED,3,WALK-IN,,2,CURT,ANB,3.0,OWNED,22.0,2.91,7.122000000000001,SERVICES,WATER REFILLING STATION
31,MALE,SINGLE,1,WALK-IN,,3,CURT,PASIG,8.0,RENTED,9.0,1.03,1.4580000000000002,WHOLESALE/RETAIL,SARI SARI STORE
59,FEMALE,MARRIED,2,PDC,,20,CURT,PASIG,20.0,OWNED,20.0,1.93,0.531,RETAIL/TRADING,BICYCLE PARTS
34,FEMALE,SEPARATED,3,WALK-IN,,1,CURT,PASIG,2.0,SHARED/BORROWED,34.0,0.84,0.43,SERVICES,CARINDERIA
55,FEMALE,MARRIED,1,PDC,,17,CURT,PASIG,25.0,OWNED,27.0,3.46,1.3330000000000002,WHOLESALE/RETAIL,WHOLESALE/RETAIL
40,FEMALE,SINGLE,1,WALK-IN,"3,309.26",2,PDNP,PASIG,5.0,RENTED,8.0,2.5,1.1,RETAIL,GENERAL MERCHANDISE
48,FEMALE,WIDOW,1,PDC,,2,CURT,PASIG,20.0,RENTED,25.0,0.82,0.442,RETAIL,RTW
45,MALE,SEPARATED,4,WALK-IN,,1,CURT,PASIG,5.0,OWNED,26.0,1.47,4.303,SERVICES,COMPUTER SHOP
53,FEMALE,MARRIED,3,PDC,,17,CURT,PASIG,20.0,OWNED,32.0,2.77,2.0,RETAIL,RTW
48,FEMALE,MARRIED,4,PDC,,13,CURT,PASIG,13.0,OWNED,23.0,1.84,0.132,RETAIL,MEAT SHOP
55,FEMALE,MARRIED,4,PDC,,12,CURT,PASIG,28.0,OWNED,28.0,1.11,0.162,RETAIL,SARI SARI STORE
58,FEMALE,MARRIED,5,WALK-IN,,17,CURT,PASIG,4.0,RENTED,4.0,1.12,0.247,WHOLESALER,charcoal
56,FEMALE,MARRIED,3,WALK-IN,,1,CURT,PASIG,13.0,RENTED,19.0,1.25,1.25,SERVICES,JUNKSHOP
53,FEMALE,MARRIED,2,WALK-IN,,3,CURT,PASIG,6.0,OWNED,16.0,1.16,1.867,RETAIL,Sari-Sari Store
50,FEMALE,SINGLE,3,PDC,,11,CURT,PASIG,5.0,SHARED/BORROWED,34.0,1.84,0.833,RETAIL,SARI SARI STORE
39,FEMALE,MARRIED,4,WALK-IN,"2,558.50",1,PDNP,PASIG,7.0,OWNED,14.0,1.61,1.8259999999999998,RETAIL,SARI SARI STORE
30,MALE,SINGLE,2,WALK-IN,,2,CURT,PASIG,11.0,SHARED/BORROWED,19.0,1.34,1.7930000000000001,RETAIL,Santy and Marcy Charcoal Dealer
54,FEMALE,MARRIED,5,WALK-IN,,11,CURT,PASIG,7.0,OWNED,4.0,1.2,0.31,MANUFACTURING,PUTO MAKER
40,FEMALE,SINGLE,2,WALK-IN,,1,CURT,PASIG,7.0,RENTED,9.0,1.35,1.344,RETAIL,SARI SARI STORE
40,FEMALE,SINGLE,0,PDC,,7,CURT,PASIG,33.0,OWNED,30.0,1.02,,MANUFACTURING,PUBLISHING
29,FEMALE,SINGLE,1,PDC,,2,CURT,PASIG,5.0,OWNED,5.0,0.87,6.722,SERVICES,EATERY
26,FEMALE,MARRIED,2,WALK-IN,,4,CURT,PASIG,8.0,SHARED/BORROWED,6.0,2.97,1.9,RETAIL,VEGETABLE DEALER
55,FEMALE,MARRIED,2,WALK-IN,,1,CURT,PASIG,11.0,RENTED,30.0,0.94,0.26,RETAIL,MEAT & CHICKEN
62,FEMALE,MARRIED,1,WALK-IN,,9,CURT,PASIG,35.0,OWNED,41.0,1.57,1.25,SERVICES,PASSENGER SEAT
36,MALE,SINGLE,0,WALK-IN,,7,CURT,PASIG,1.5,SHARED/BORROWED,33.0,1.07,0.495,RETAIL,vegetables fruits
45,FEMALE,MARRIED,4,WALK-IN,,4,CURT,PASIG,10.0,OWNED,5.0,1.82,0.293,RETAIL,VEGETABLE RETAIL
27,MALE,SINGLE,2,WALK-IN,,1,CURT,PASIG,3.0,RENTED,6.0,1.24,1.315,SERVICES,SPAREPARTS & REPAIR SHOP
42,FEMALE,MARRIED,2,PDC,"76,358.89",1,PDNP,PASIG,8.0,RENTED,3.0,1.28,1.6769999999999998,WHOLESALE/RETAIL,Gen.Merchandise
53,FEMALE,SEPARATED,2,WALK-IN,,6,CURT,PASIG,28.0,OWNED,28.0,1.79,1.324,RETAIL,MEAT & VEGETABLES
47,FEMALE,SINGLE,3,WALK-IN,"3,063.24",2,PDNP,PASIG,19.0,RENTED,7.0,1.46,0.713,SERVICES,FLOWER SHOP
38,MALE,MARRIED,3,WALK-IN,,10,CURT,PASIG,2.0,OWNED,34.0,0.54,0.502,RETAIL,sari-sari store
44,FEMALE,MARRIED,5,WALK-IN,,5,CURT,PASIG,7.0,SHARED/BORROWED,7.0,1.51,2.552,RETAIL,VEGETABLE RETAIL
44,FEMALE,WIDOW,1,WALK-IN,,1,CURT,PASIG,4.0,RENTED,3.0,1.42,1.055,SERVICES,EATERY
48,FEMALE,MARRIED,3,PDC,,4,CURT,PASIG,7.0,OWNED,30.0,6.09,0.7490000000000001,SERVICES,CARINDERIA/APARTMENT
59,FEMALE,SINGLE,2,WALK-IN,,3,CURT,PASIG,9.0,OWNED,21.0,0.89,0.6,RETAIL,VEGETABLES/FISH/MEAT
50,FEMALE,MARRIED,4,PDC,,4,CURT,PASIG,12.0,OWNED,25.0,3.16,0.5,MANUFACTURING,Garments
56,MALE,MARRIED,2,WALK-IN,,4,CURT,PASIG,20.0,OWNED,20.0,0.76,0.626,SERVICES,CARINDERIA
52,FEMALE,SINGLE,1,WALK-IN,"7,226.93",4,PDNP,PASIG,4.0,SHARED/BORROWED,37.0,1.08,1.76,RETAIL,Sari-sari store
44,MALE,SINGLE,3,WALK-IN,,13,CURT,PASIG,5.0,OWNED,5.0,2.47,1.42,WHOLESALE/RETAIL,mini-grocery
52,FEMALE,MARRIED,4,PDC,,11,CURT,PASIG,23.0,OWNED,23.0,0.53,0.248,WHOLESALE/RETAIL,SARI-SARI STORE/GEN.MERCHANDISE
57,MALE,MARRIED,3,WALK-IN,,16,CURT,PASIG,7.0,SHARED/BORROWED,42.0,1.29,0.9740000000000001,RETAIL,sari-sari store
27,MALE,MARRIED,1,WALK-IN,,3,CURT,PASIG,3.0,RENTED,26.0,1.55,0.8740000000000001,RETAIL,SOFTDRINKS DEALER
37,FEMALE,MARRIED,4,PDC,,22,CURT,PASIG,10.0,RENTED,10.0,2.68,1.09,WHOLESALE/RETAIL,MINI GROCERY
60,FEMALE,MARRIED,5,WALK-IN,,25,CURT,PASIG,20.0,RENTED,35.0,0.5,0.316,PROCESSING,bakery
54,FEMALE,MARRIED,3,WALK-IN,,3,CURT,PASIG,4.0,OWNED,4.0,1.07,0.486,SERVICES,CARINDERIA
48,FEMALE,MARRIED,5,PDC,,6,CURT,PASIG,26.0,SHARED/BORROWED,47.0,0.88,0.6809999999999999,RETAIL,Gen. Merchandise
37,FEMALE,SINGLE,2,WALK-IN,,1,CURT,PASIG,8.0,SHARED/BORROWED,11.0,1.43,2.16,SERVICES,CARINDERIA
49,MALE,MARRIED,3,PDC,,2,CURT,PASIG,9.0,RENTED,22.0,1.57,1.73,RETAIL,CONVIENCE STORE
62,FEMALE,MARRIED,3,WALK-IN,,12,CURT,PASIG,3.0,RENTED,11.0,0.76,0.24600000000000002,RETAIL,MEAT SHOP
42,FEMALE,MARRIED,5,WALK-IN,,1,CURT,PASIG,4.0,MORTGAGED,9.0,0.94,0.87,SERVICES,CARINDERIA
38,FEMALE,MARRIED,3,WALK-IN,,2,CURT,PASIG,8.0,OWNED,22.0,1.37,1.073,SERVICES,JUNKSHOP
61,FEMALE,WIDOW,3,WALK-IN,,4,CURT,PASIG,9.0,RENTED,9.0,1.21,0.511,SERVICES,CARINDERIA
39,FEMALE,SINGLE,1,PDC,,7,CURT,PASIG,10.0,SHARED/BORROWED,22.0,1.7,0.493,SERVICES,CATERING
52,FEMALE,SEPARATED,3,PDC,,15,CURT,PASIG,26.0,OWNED,40.0,1.73,2.8139999999999996,RETAIL,GENERAL MERCHANDISE
47,FEMALE,MARRIED,3,PDC,,2,CURT,PASIG,15.0,SHARED/BORROWED,7.0,1.17,0.883,SERVICES,APARTMENT
52,FEMALE,MARRIED,4,WALK-IN,"3,261.00",2,PDNP,PASIG,10.0,SHARED/BORROWED,25.0,1.43,0.912,RETAIL,VEGETABLE RETAIL
47,FEMALE,WIDOW,3,WALK-IN,,5,CURT,PASIG,10.0,RENTED,44.0,0.56,0.405,SERVICES,CARINDERIA
42,FEMALE,MARRIED,2,PDC,,1,CURT,PASIG,12.0,OWNED,15.0,6.57,1.131,WHOLESALE,ONIONS AND GARLIC
56,FEMALE,SINGLE,0,AUTO-DEBIT,,22,CURT,PASIG,18.0,RENTED,9.0,3.5,,RETAIL,MINI GROCERY
48,FEMALE,MARRIED,3,WALK-IN,,1,CURT,PASIG,8.0,RENTED,8.0,6.37,0.7709999999999999,RETAIL,VEGETABLE RETAIL
43,MALE,SINGLE,2,WALK-IN,,2,CURT,PASIG,3.0,RENTED,20.0,1.37,0.5870000000000001,SERVICES,RESTO BAR
38,FEMALE,MARRIED,3,PDC,,5,CURT,PASIG,15.0,SHARED/BORROWED,35.0,2.06,0.182,WHOLESALE/RETAIL,RICE DEALER
37,MALE,MARRIED,3,WALK-IN,,2,CURT,PASIG,5.0,OWNED,5.0,2.34,0.78,RETAIL,VEGETABLES
51,FEMALE,WIDOW,0,PDC,,3,CURT,PASIG,2.0,OWNED,4.0,0.96,0.705,SERVICES,CANTEEN
39,MALE,MARRIED,5,PDC,,1,CURT,PASIG,4.0,OWNED,39.0,2.78,0.6859999999999999,WHOLESALE,SOFDRINKS/LIQUOR DEALER
46,FEMALE,MARRIED,1,PDC,,25,CURT,PASIG,20.0,SHARED/BORROWED,20.0,2.85,1.3,WHOLESALE/RETAIL,RICE DEALER
42,MALE,SINGLE,3,WALK-IN,"33,650.06",1,PDNP,PASIG,3.0,OWNED,40.0,1.4,1.501,SERVICES,CARINDERIA
48,FEMALE,MARRIED,3,WALK-IN,,9,CURT,PASIG,10.0,OWNED,30.0,1.52,0.057999999999999996,RETAIL,FRUITS AND VEGETABLES
28,MALE,MARRIED,1,WALK-IN,,2,CURT,PASIG,7.0,RENTED,4.0,2.9,1.317,WHOLESALE/RETAIL,VEGETABLE
58,MALE,MARRIED,6,PDC,,6,CURT,PASIG,16.0,OWNED,17.0,1.2,0.12,WHOLESALE/RETAIL,MINI GROCERY
43,FEMALE,SEPARATED,3,PDC,,1,CURT,PASIG,10.0,OWNED,34.0,1.11,0.611,WHOLESALE/RETAIL,RICE DEALER
55,FEMALE,WIDOW,2,PDC,,1,CURT,PASIG,20.0,OWNED,22.0,2.43,1.2590000000000001,MANUFACTURER,GARMENTS
26,MALE,SINGLE,1,WALK-IN,,2,CURT,PASIG,7.0,RENTED,3.0,1.52,1.379,RETAIL,XEROX AND SCHOOL SUPPLIES
59,FEMALE,WIDOW,3,PDC,,7,CURT,PASIG,35.0,OWNED,15.0,0.87,0.23199999999999998,WHOLESALE/RETAIL,MINI GROCERY
62,FEMALE,SEPARATED,1,PDC,,4,CURT,PASIG,22.0,RENTED,22.0,1.34,0.221,WHOLESALE/RETAIL,MINI-GROCERY
55,FEMALE,MARRIED,2,WALK-IN,,2,CURT,PASIG,28.0,OWNED,28.0,3.1,2.49,SERVICES,Garments
38,FEMALE,SEPARATED,1,WALK-IN,,5,CURT,PASIG,12.0,OWNED,7.0,3.1,0.397,WHOLESALE/RETAIL,"TOKWA,TAHO,MISO,CHICHARON LUMPIA WRAPPER"
51,MALE,MARRIED,5,PDC,,16,CURT,PASIG,5.0,SHARED/BORROWED,33.0,2.08,1.0,RETAIL,SARI SARI STORE
40,FEMALE,MARRIED,2,PDC,,1,CURT,PASIG,3.0,SHARED/BORROWED,20.0,1.74,1.9169999999999998,SERVICES,SPA
45,FEMALE,MARRIED,3,PDC,,7,CURT,PASIG,12.0,SHARED/BORROWED,12.0,1.38,0.154,WHOLESALE/RETAIL,RICE DEALER
30,FEMALE,SINGLE,0,WALK-IN,,3,CURT,PASIG,5.0,RENTED,29.0,2.27,1.2,SERVICES,EATERY
53,FEMALE,MARRIED,4,WALK-IN,,2,CURT,PASIG,6.0,OWNED,10.0,1.38,1.808,RETAIL,POULTRY SUPPLIES
31,FEMALE,SINGLE,1,WALK-IN,"68,722.98",2,PDNP,PASIG,3.0,RENTED,8.0,0.89,1.673,MANUFACTURING,GARMENTS
49,FEMALE,SINGLE,2,WALK-IN,"4,820.04",3,PDNP,PASIG,5.0,RENTED,4.0,1.53,0.86,SERVICES,WATER REFILLING STATION
48,MALE,MARRIED,1,PDC,"25,805.02",2,PDNP,PASIG,3.0,SHARED/BORROWED,12.0,1.24,0.608,SERVICES,HUMAN RESOURCES
47,FEMALE,MARRIED,3,WALK-IN,"27,624.21",1,PDNP,PASIG,6.0,OWNED,6.0,2.19,2.1,SERVICES,EATERY
44,FEMALE,SINGLE,3,PDC,,1,CURT,PASIG,13.0,OWNED,17.0,1.41,1.3,RETAIL,MINI GROCERY
38,FEMALE,SINGLE,1,WALK-IN,"17,281.92",1,PDNP,PASIG,11.0,SHARED/BORROWED,11.0,1.24,0.996,RETAIL,CELLPHONE ACCESSORIES RETAILER
41,FEMALE,MARRIED,3,WALK-IN,"20,364.64",3,PDNP,SMB,10.0,RENTED,10.0,2.22,0.907,SERVICES,CANTEEN
34,FEMALE,MARRIED,4,WALK-IN,,1,CURT,PASIG,8.0,OWNED,4.0,2.93,2.137,MANUFACTURING,GARMENTS/RTW
36,FEMALE,MARRIED,2,PDC,,1,CURT,PASIG,7.0,RENTED,1.0,1.69,3.245,SERVICES,SCHOOL SUPPLIES
22,FEMALE,MARRIED,1,WALK-IN,"15,624.84",3,PDNP,PASIG,3.0,RENTED,15.0,1.68,1.4580000000000002,RETAIL,GENERAL MERCHANDISE
37,FEMALE,SINGLE,0,WALK-IN,"20,364.64",1,PDNP,PASIG,3.0,RENTED,3.0,1.27,2.9330000000000003,RETAIL,SARI SARI STORE
35,FEMALE,MARRIED,2,PDC,,2,CURT,PASIG,9.0,RENTED,12.0,1.12,6.925,RETAIL,PHARMACY
32,FEMALE,MARRIED,5,WALK-IN,,2,CURT,PASIG,4.0,OWNED,12.0,0.9,1.057,RETAIL,Gen. Merchandise
32,MALE,SINGLE,3,WALK-IN,,12,CURT,PASIG,12.0,SHARED/BORROWED,24.0,1.47,0.6,RETAIL,BREADS AND CANDIES
61,FEMALE,WIDOW,3,WALK-IN,,2,CURT,PASIG,7.0,OWNED,40.0,0.87,0.828,RETAIL,MINI GROCERY
44,FEMALE,MARRIED,2,WALK-IN,,2,CURT,PASIG,6.0,OWNED,20.0,0.69,0.47700000000000004,SERVICES,CANTEEN
38,FEMALE,SINGLE,2,WALK-IN,"22,806.73",1,PDNP,PASIG,5.0,RENTED,5.0,8.8,2.406,MANUFACTURING,T-SHIRT PRINTING
61,FEMALE,MARRIED,4,WALK-IN,,12,CURT,PASIG,12.0,OWNED,31.0,2.86,0.72,SERVICES,PHOTOGRAPGHY
31,MALE,MARRIED,4,WALK-IN,,2,CURT,PASIG,7.0,RENTED,7.0,1.06,1.348,RETAIL,SARI SARI STORE
39,MALE,MARRIED,5,WALK-IN,,2,CURT,PASIG,15.0,OWNED,10.0,1.24,1.504,RETAIL,HARDWARE
46,FEMALE,SINGLE,5,WALK-IN,,1,CURT,PASIG,8.0,RENTED,5.0,1.13,3.4330000000000003,SERVICES,JUNKSHOP
48,FEMALE,MARRIED,4,WALK-IN,,18,CURT,PASIG,7.0,RENTED,18.0,1.9,0.231,SERVICES,CARINDERIA
48,MALE,MARRIED,3,PDC,,12,CURT,PASIG,10.0,OWNED,7.0,1.34,1.4,WHOLESALE/RETAIL,GENERAL MERCHANDISE
50,FEMALE,MARRIED,1,WALK-IN,,8,CURT,PASIG,18.0,RENTED,29.0,1.33,1.151,RETAIL,SARI SARI STORE
37,MALE,MARRIED,2,WALK-IN,,1,CURT,PASIG,4.0,OWNED,6.0,2.37,3.75,SERVICES,WATER REFILLING STATION
62,FEMALE,MARRIED,1,PDC,,9,CURT,PASIG,15.0,RENTED,6.0,1.05,0.7090000000000001,RETAIL,RICE DEALER
49,FEMALE,WIDOW,2,WALK-IN,"44,232.36",1,PDNP,PASIG,9.0,RENTED,7.0,1.79,3.9560000000000004,RETAIL,BAGS AND DIAPER RETAIL
42,FEMALE,MARRIED,2,PDC,,2,CURT,PASIG,9.0,OWNED,16.0,0.89,1.205,MANUFACTURING,HOME FURNISHING
45,MALE,MARRIED,3,WALK-IN,,8,CURT,PASIG,13.0,RENTED,6.0,3.02,0.851,RETAIL/TRADE/SERVICES,CELLPHONE ACCESSORIES & ELECTRONICS
53,FEMALE,MARRIED,3,WALK-IN,"12,562.20",1,PDNP,PASIG,16.0,OWNED,26.0,1.6,0.836,RETAIL/SERVICES,PROCESS FOODS/LAUNDRY
38,FEMALE,SEPARATED,0,PDC,,24,CURT,PASIG,14.0,SHARED/BORROWED,36.0,1.49,0.248,RETAIL,RTW
52,FEMALE,MARRIED,2,PDC,,10,CURT,PASIG,7.0,OWNED,49.0,1.43,1.047,RETAIL,BAGS/RTW
44,FEMALE,MARRIED,2,WALK-IN,,3,CURT,PASIG,8.0,RENTED,8.0,3.07,1.087,PROCESSING/RETAIL,BAKERY/SARI SARI STORE
56,MALE,MARRIED,2,WALK-IN,,2,CURT,PASIG,4.0,OWNED,30.0,1.04,0.556,SERVICES,CANTEEN
33,FEMALE,SINGLE,2,WALK-IN,"1,532.46",2,PDNP,PASIG,10.0,SHARED/BORROWED,31.0,1.1,1.217,RETAIL,SARI SARI STORE
49,FEMALE,SINGLE,0,WALK-IN,,10,CURT,PASIG,2.0,RENTED,2.0,1.52,0.581,RETAIL,MEAT SHOP
42,FEMALE,MARRIED,3,WALK-IN,"27,052.42",4,PDNP,PASIG,15.0,SHARED/BORROWED,22.0,1.48,6.504,RETAIL,GLASSWARE
56,FEMALE,MARRIED,5,WALK-IN,,2,CURT,PASIG,12.0,RENTED,7.0,1.54,2.06,RETAIL,General Merchandise
43,MALE,MARRIED,2,WALK-IN,,1,CURT,CAVITE,5.0,RENTED,7.0,1.82,1.989,WHOLESALE/RETAIL,FISH DEALER
42,FEMALE,SINGLE,2,WALK-IN,"5,853.55",1,PDNP,CAVITE,12.0,OWNED,38.0,1.47,1.004,RETAIL,VEGETABLE RETAIL
39,FEMALE,SINGLE,4,PDC,,3,CURT,CAVITE,10.0,OWNED,5.0,1.4,1.564,RETAIL,VEGETABLE RETAIL
45,FEMALE,SINGLE,0,PDC,,2,CURT,CAVITE,5.0,RENTED,5.0,1.77,1.0659999999999998,RETAIL,FISH DEALER
40,FEMALE,SINGLE,3,PDC,"34,549.93",1,PDNP,CAVITE,9.0,SHARED/BORROWED,10.0,3.42,3.062,RETAIL,MEAT DEALER
23,MALE,SINGLE,0,PDC,,2,CURT,CAVITE,20.0,OWNED,22.0,5.5,1.5319999999999998,SERVICES,CANTEEN
35,FEMALE,SINGLE,0,PDC,,2,CURT,CAVITE,5.0,RENTED,8.0,1.62,0.608,WHOLESALE/RETAIL,RTW
46,MALE,MARRIED,3,WALK-IN,,2,CURT,CAVITE,9.0,OWNED,16.0,1.71,0.997,RETAIL,FISH VENDOR
51,FEMALE,MARRIED,3,WALK-IN,,1,CURT,CAVITE,3.0,OWNED,3.0,1.65,16.598,RETAIL,SARI SARI STORE
56,FEMALE,MARRIED,1,WALK-IN,"20,170.32",2,PDNP,CAVITE,10.0,SHARED/BORROWED,15.0,2.08,2.325,MANUFACTURING,Carinderia
32,FEMALE,MARRIED,3,PDC,,1,CURT,CAVITE,3.0,OWNED,3.0,1.27,3.4160000000000004,SERVICES,TAPSIHAN
33,FEMALE,MARRIED,2,PDC,,2,CURT,CAVITE,5.0,MORTGAGED,9.0,2.37,2.323,RETAIL/SERVICES,MEAT SHOP/MASSAGE PARLOR
29,FEMALE,MARRIED,1,PDC,,2,CURT,CAVITE,9.0,MORTGAGED,9.0,1.21,5.397,WHOLESALE/RETAIL,RTW
56,FEMALE,MARRIED,1,PDC,,1,CURT,CAVITE,13.0,OWNED,4.0,1.2,2.9139999999999997,RETAIL,PHARMACY AND GEN. MERCHANDISE
60,MALE,MARRIED,1,PDC,"85,847.11",5,PDNP,PASIG,18.0,RENTED,18.0,1.33,0.32299999999999995,SERVICES,STEEL FABRICATION
