AGE,GENDER,CIVIL STATUS,NO DEPENDANTS,MOP,PORTFOLIO AT RISK,CYCLES,CURT/PDNP,BRANCH,YEARS BUS,HOME,YEARS HOME,CF TO LOAN,COLL TO LOAN
33,MALE,MARRIED,1,PDC,0,2,CURT,Rizal,4.0,OWNED,13.0," 259,623.38 "," 90,000.00 "
31,FEMALE,SINGLE,2,PDC,0,3,CURT,Rizal,3.0,BORROWED/SHARED,11.0," 230,680.26 "," 2,000,000.00 "
48,MALE,MARRIED,1,PDC,0,6,CURT,Rizal,17.0,OWNED,17.0," 168,973.11 "," 80,000.00 "
47,MALE,MARRIED,5,PDC,0,7,CURT,Rizal,4.0,RENTED,11.0," 248,289.61 ",                               -  
39,FEMALE,MARRIED,1,PDC,0,9,CURT,Rizal,4.0,OWNED,18.0," 216,894.77 "," 96,000.00 "
55,FEMALE,MARRIED,1,WALK-IN,0,2,CURT,Rizal,10.0,OWNED,5.0," 170,105.09 "," 22,500.00 "
34,FEMALE,MARRIED,2,WALK-IN,0,4,CURT,Rizal,12.0,OWNED,12.0," 98,913.60 ",                               -  
58,FEMALE,MARRIED,3,WALK-IN,0,2,CURT,Rizal,20.0,OWNED,33.0," 168,447.87 "," 1,000,000.00 "
51,FEMALE,MARRIED,2,WALK-IN," 13,062.04 ",1,PDNP,Rizal,11.0,OWNED,21.0," 187,153.12 "," 240,000.00 "
43,FEMALE,MARRIED,2,PDC," 25,179.14 ",3,PDNP,Rizal,5.0,OWNED,6.0," 511,252.50 "," 250,200.00 "
32,MALE,MARRIED,3,PDC," 17,846.78 ",2,PDNP,Rizal,4.0,BORROWED/SHARED,21.0," 467,568.70 "," 30,000.00 "
60,FEMALE,MARRIED,1,PDC,0,5,CURT,Rizal,10.0,OWNED,59.0," 292,327.51 "," 200,000.00 "
39,FEMALE,MARRIED,0,WALK-IN,0,8,CURT,Rizal,3.0,OWNED,10.0," 373,960.25 "," 350,000.00 "
39,MALE,MARRIED,5,PDC,0,22,CURT,Rizal,8.0,RENTED,16.0," 369,927.82 "," 170,000.00 "
46,FEMALE,MARRIED,2,PDC,0,3,CURT,Rizal,5.0,OWNED,20.0," 386,766.25 "," 300,000.00 "
53,FEMALE,WIDOW,2,PDC,0,10,CURT,Rizal,12.0,OWNED,18.0," 236,378.18 ",                               -  
31,FEMALE,MARRIED,2,WALK-IN,0,6,CURT,Rizal,8.0,OWNED,12.0," 302,110.39 "," 140,000.00 "
59,FEMALE,MARRIED,3,PDC,0,6,CURT,Rizal,22.0,OWNED,33.0," 356,693.14 "," 150,000.00 "
39,FEMALE,MARRIED,2,PDC,0,6,CURT,Rizal,3.0,OWNED,32.0," 1,022,346.76 "," 99,300.00 "
30,FEMALE,SINGLE,0,PDC," 22,791.32 ",1,PDNP,Rizal,2.0,OWNED,3.0," 238,816.93 "," 146,691.00 "
44,FEMALE,SINGLE,5,WALK-IN," 43,860.74 ",3,PDNP,Rizal,8.0,OWNED,43.0," 372,098.20 ",                               -  
32,FEMALE,SINGLE,5,PDC," 123,269.15 ",2,PDNP,Rizal,6.0,OWNED,15.0," 568,898.95 "," 692,000.00 "
31,MALE,MARRIED,2,WALK-IN,0,8,CURT,Rizal,9.0,OWNED,30.0," 291,906.32 "," 250,000.00 "
43,FEMALE,SINGLE,3,PDC,0,2,CURT,Rizal,6.0,OWNED,11.0," 207,857.52 "," 53,450.67 "
40,FEMALE,MARRIED,1,PDC," 74,889.67 ",6,PDNP,Rizal,11.0,RENTED,12.0," 307,126.17 "," 300,000.00 "
36,FEMALE,MARRIED,2,WALK-IN,0,7,CURT,Rizal,9.0,OWNED,16.0," 260,764.20 "," 101,100.00 "
41,MALE,MARRIED,1,WALK-IN," 19,793.87 ",1,PDNP,Rizal,5.0,OWNED,19.0," 145,457.69 "," 324,000.00 "
38,FEMALE,SEPARATED,2,WALK-IN," 28,204.70 ",4,PDNP,Rizal,18.0,MORTGAGED,18.0," 79,540.37 ",                               -  
48,FEMALE,MARRIED,3,WALK-IN,0,5,CURT,Rizal,4.0,OWNED,7.0," 268,194.27 "," 117,500.00 "
51,FEMALE,MARRIED,2,WALK-IN,0,2,CURT,Rizal,4.0,OWNED,13.0," 301,595.27 "," 130,000.00 "
26,FEMALE,MARRIED,2,PDC,0,1,CURT,Rizal,4.0,OWNED,26.0," 617,209.38 "," 473,833.33 "
31,FEMALE,MARRIED,1,WALK-IN,0,3,CURT,Rizal,13.0,RENTED,30.0," 406,171.50 "," 580,000.00 "
40,MALE,SINGLE,3,PDC," 95,794.84 ",3,PDNP,Rizal,12.0,OWNED,35.0," 341,586.53 "," 86,000.00 "
34,MALE,MARRIED,0,PDC,0,3,CURT,Rizal,7.0,OWNED,2.0," 332,438.36 "," 85,000.00 "
45,FEMALE,SEPARATED,3,COLLECTION,0,2,CURT,under Sir Manny Inserto's Portfolio,25.0,OWNED,25.0," 69,994.61 ",                               -  
50,FEMALE,MARRIED,2,BDO," 19,236.53 ",1,PDNP,under Sir Manny Inserto's Portfolio,17.0,OWNED,17.0," 63,540.82 ",                               -  
54,FEMALE,MARRIED,2,BDO," 28,956.49 ",2,PDNP,under Sir Manny Inserto's Portfolio,20.0,OWNED,54.0," 69,276.48 ",                               -  
55,FEMALE,MARRIED,0,BDO," 26,486.05 ",2,PDNP,under Sir Manny Inserto's Portfolio,20.0,RENTED,54.0," 166,789.57 ",                               -  
29,FEMALE,SINGLE,1,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,5.0,RENTED,15.0," 59,925.30 "," 11,733.33 "
41,FEMALE,WIDOW,2,COLLECTION," 14,751.56 ",2,PDNP,under Sir Manny Inserto's Portfolio,20.0,RENTED,15.0," 128,105.09 ",                               -  
49,FEMALE,MARRIED,3,COLLECTION,0,2,CURT,under Sir Manny Inserto's Portfolio,16.0,OWNED,16.0," 125,176.15 ",                               -  
48,MALE,MARRIED,1,BDO," 2,947.38 ",1,PDNP,under Sir Manny Inserto's Portfolio,10.0,OWNED,48.0," 55,795.02 ",                               -  
35,FEMALE,MARRIED,2,BDO," 17,603.88 ",1,PDNP,under Sir Manny Inserto's Portfolio,5.0,OWNED,24.0," 85,025.00 ",                               -  
26,FEMALE,SINGLE,0,BDO,0,2,CURT,under Sir Manny Inserto's Portfolio,7.0,RENTED,6.0," 50,303.76 ",                               -  
55,FEMALE,MARRIED,2,BDO,0,2,CURT,under Sir Manny Inserto's Portfolio,20.0,OWNED,20.0," 133,063.26 ",                               -  
43,MALE,SINGLE,1,COLLECTION,0,2,CURT,under Sir Manny Inserto's Portfolio,3.0,BORROWED/SHARED,4.0," 124,827.90 "," 10,266.67 "
44,FEMALE,MARRIED,3,BDO," 13,780.72 ",1,PDNP,under Sir Manny Inserto's Portfolio,10.0,OWNED,18.0," 53,080.06 ",                               -  
35,FEMALE,SINGLE,0,BDO," 10,642.81 ",1,PDNP,under Sir Manny Inserto's Portfolio,10.0,OWNED,35.0," 61,141.41 ",                               -  
52,FEMALE,MARRIED,5,BDO," 25,121.36 ",1,PDNP,under Sir Manny Inserto's Portfolio,6.0,RENTED,1.0," 117,358.81 ",                               -  
42,FEMALE,SINGLE,2,BDO," 5,402.44 ",1,PDNP,under Sir Manny Inserto's Portfolio,5.0,RENTED,23.0," 40,393.90 ",                               -  
52,FEMALE,SEPARATED,2,BDO," 1,120.00 ",1,PDNP,under Sir Manny Inserto's Portfolio,24.0,OWNED,24.0," 55,825.55 "," 75,000.00 "
43,FEMALE,SINGLE,3,BDO," 24,104.60 ",2,PDNP,under Sir Manny Inserto's Portfolio,24.0,OWNED,43.0," 144,436.54 ",                               -  
54,FEMALE,WIDOW,1,BDO," 28,303.66 ",1,PDNP,under Sir Manny Inserto's Portfolio,15.0,OWNED,54.0," 196,818.59 ",                               -  
39,FEMALE,MARRIED,1,BDO," 35,469.29 ",2,PDNP,under Sir Manny Inserto's Portfolio,12.0,OWNED,3.0," 91,846.69 ",                               -  
33,FEMALE,SINGLE,2,BDO," 14,023.75 ",1,PDNP,under Sir Manny Inserto's Portfolio,7.0,OWNED,13.0," 50,413.17 ",                               -  
42,FEMALE,SINGLE,1,BDO,0,2,CURT,under Sir Manny Inserto's Portfolio,13.0,OWNED,6.0," 194,134.64 ",                               -  
60,FEMALE,MARRIED,3,BDO," 29,140.07 ",1,PDNP,under Sir Manny Inserto's Portfolio,4.0,OWNED,4.0," 117,623.28 "," 591,200.00 "
46,FEMALE,MARRIED,2,BDO," 17,315.93 ",1,PDNP,under Sir Manny Inserto's Portfolio,2.0,OWNED,19.0," 37,117.82 ",                               -  
45,FEMALE,WIDOW,2,BDO," 16,123.87 ",1,PDNP,under Sir Manny Inserto's Portfolio,13.0,OWNED,13.0," 100,279.39 ",                               -  
28,MALE,SINGLE,0,BDO," 5,904.82 ",1,PDNP,under Sir Manny Inserto's Portfolio,12.0,OWNED,15.0," 50,145.07 ",                               -  
60,FEMALE,SINGLE,0,BDO," 22,096.33 ",2,PDNP,under Sir Manny Inserto's Portfolio,4.0,RENTED,60.0," 144,504.24 ",                               -  
45,MALE,SEPARATED,1,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,3.0,OWNED,3.0," 91,384.99 "," 51,000.00 "
42,FEMALE,SINGLE,5,COLLECTION," 6,929.80 ",1,PDNP,under Sir Manny Inserto's Portfolio,20.0,OWNED,20.0," 126,946.42 ",                               -  
48,FEMALE,MARRIED,4,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,20.0,OWNED,20.0," 354,324.98 "," 105,000.00 "
47,FEMALE,WIDOW,4,COLLECTION,0,2,CURT,under Sir Manny Inserto's Portfolio,12.0,OWNED,7.0," 174,956.36 ",                               -  
43,FEMALE,MARRIED,3,COLLECTION,0,2,CURT,under Sir Manny Inserto's Portfolio,3.0,OWNED,11.0," 153,047.17 ",                               -  
35,MALE,MARRIED,2,BDO,0,1,CURT,under Sir Manny Inserto's Portfolio,1.6,OWNED,15.0," 104,824.94 ",                               -  
49,FEMALE,MARRIED,0,BDO," 51,540.94 ",1,PDNP,under Sir Manny Inserto's Portfolio,3.0,OWNED,14.0," 379,779.22 "," 103,200.00 "
35,FEMALE,MARRIED,0,BDO,0,1,CURT,under Sir Manny Inserto's Portfolio,12.0,BORROWED/SHARED,34.0," 72,077.61 ",                               -  
47,FEMALE,SINGLE,1,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,16.0,OWNED,13.0," 62,599.02 "," 58,000.00 "
43,FEMALE,MARRIED,2,BDO," 25,624.38 ",1,PDNP,under Sir Manny Inserto's Portfolio,4.0,OWNED,42.0," 99,729.55 "," 51,200.00 "
50,FEMALE,MARRIED,2,BDO," 29,209.40 ",2,PDNP,under Sir Manny Inserto's Portfolio,20.0,OWNED,50.0," 80,070.58 ",                               -  
39,FEMALE,MARRIED,2,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,6.0,BORROWED/SHARED,7.0," 30,322.08 ",                               -  
28,FEMALE,MARRIED,2,BDO,0,2,CURT,under Sir Manny Inserto's Portfolio,2.0,OWNED,17.0," 356,974.94 "," 200,000.00 "
46,FEMALE,MARRIED,3,BDO,0,1,CURT,under Sir Manny Inserto's Portfolio,6.0,OWNED,22.0," 78,033.73 ",                               -  
43,FEMALE,SINGLE,2,COLLECTION,0,3,CURT,under Sir Manny Inserto's Portfolio,2.0,BORROWED/SHARED,43.0," 148,797.93 ",                               -  
34,FEMALE,SINGLE,2,BDO," 103,991.97 ",2,PDNP,under Sir Manny Inserto's Portfolio,6.0,OWNED,34.0," 343,606.40 "," 89,250.00 "
38,MALE,SINGLE,0,BDO," 6,737.49 ",1,PDNP,under Sir Manny Inserto's Portfolio,11.0,BORROWED/SHARED,38.0," 171,112.56 "," 40,000.00 "
45,MALE,SINGLE,5,COLLECTION,0,2,CURT,under Sir Manny Inserto's Portfolio,11.0,RENTED,8.0," 500,107.61 ",                               -  
45,FEMALE,MARRIED,3,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,20.0,RENTED,15.0," 96,985.74 ",                               -  
38,FEMALE,MARRIED,4,BDO," 13,247.98 ",1,PDNP,under Sir Manny Inserto's Portfolio,4.0,OWNED,38.0," 59,304.30 ",                               -  
55,FEMALE,MARRIED,3,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,9.0,RENTED,1.0," 101,748.95 ",                               -  
47,FEMALE,SINGLE,1,BDO," 24,343.52 ",2,PDNP,under Sir Manny Inserto's Portfolio,13.0,OWNED,47.0," 55,802.60 ",                               -  
58,FEMALE,SINGLE,3,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,43.0,OWNED,20.0," 153,145.42 "," 95,000.00 "
46,MALE,SINGLE,1,BDO,0,1,CURT,under Sir Manny Inserto's Portfolio,17.0,RENTED,12.0," 72,588.24 ",                               -  
53,MALE,MARRIED,6,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,16.0,OWNED,20.0," 142,141.15 "," 25,000.00 "
40,FEMALE,MARRIED,5,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,12.0,RENTED,12.0," 30,215.34 ",                               -  
60,FEMALE,MARRIED,0,BDO, 971.03 ,1,PDNP,under Sir Manny Inserto's Portfolio,4.0,OWNED,60.0," 170,574.13 "," 20,000.00 "
47,FEMALE,MARRIED,1,BDO," 37,223.66 ",2,PDNP,under Sir Manny Inserto's Portfolio,5.0,OWNED,5.0," 117,606.06 ",                               -  
39,FEMALE,SEPARATED,3,COLLECTION,0,1,CURT,under Sir Manny Inserto's Portfolio,15.0,RENTED,7.0," 34,054.01 ",                               -  
58,FEMALE,SINGLE,4,BDO," 27,465.33 ",2,PDNP,under Sir Manny Inserto's Portfolio,11.0,OWNED,58.0," 378,808.14 ",                               -  
60,FEMALE,MARRIED,2,BDO," 12,879.55 ",1,PDNP,under Sir Manny Inserto's Portfolio,2.0,OWNED,4.0," 87,245.83 "," 54,400.00 "
39,FEMALE,SINGLE,0,COLLECTION," 117,076.53 ",1,PDNP,under Sir Manny Inserto's Portfolio,26.0,BORROWED/SHARED,31.0," 343,140.53 "," 122,000.00 "
41,FEMALE,MARRIED,3,BDO,0,2,CURT,under Sir Manny Inserto's Portfolio,15.0,BORROWED/SHARED,40.0," 184,830.38 "," 46,500.00 "
58,FEMALE,MARRIED,1,BDO," 23,911.21 ",1,PDNP,under Sir Manny Inserto's Portfolio,27.0,OWNED,28.0," 361,227.95 "," 1,024,000.00 "
58,MALE,MARRIED,3,BDO," 30,314.30 ",1,PDNP,under Sir Manny Inserto's Portfolio,15.0,OWNED,58.0," 83,889.90 ",                               -  
54,FEMALE,MARRIED,4,BDO," 13,052.15 ",1,PDNP,under Sir Manny Inserto's Portfolio,5.0,OWNED,27.0," 64,512.51 ",                               -  
44,FEMALE,MARRIED,3,BDO," 23,331.27 ",2,PDNP,under Sir Manny Inserto's Portfolio,3.0,RENTED,25.0," 57,309.82 ",                               -  
37,FEMALE,MARRIED,4,BDO," 16,391.19 ",1,PDNP,under Sir Manny Inserto's Portfolio,12.0,RENTED,6.0," 52,578.82 ",                               -  
36,MALE,SINGLE,2,BDO," 26,422.40 ",1,PDNP,under Sir Manny Inserto's Portfolio,2.0,RENTED,7.0," 51,666.36 "," 50,000.00 "
58,MALE,MARRIED,2,BDO," 7,887.47 ",1,PDNP,under Sir Manny Inserto's Portfolio,4.0,RENTED,39.0," 85,489.06 ",                               -  
25,FEMALE,MARRIED,0,WALK-IN," 15,424.84 ",4,PDNP,Pasig II,3.0,RENTED,15.0," 100,896.29 "," 50,000.00 "
40,MALE,MARRIED,1,PDC," 4,755.23 ",2,PDNP,Rizal,3.0,RENTED,3.0," 229,408.29 "," 38,500.00 "
33,FEMALE,SINGLE,1,WALK-IN," 9,204.90 ",1,PDNP,Pasig II,3.0,RENTED,3.0,                               -  ,                               -  
37,MALE,SINGLE,2,PDC," 38,477.91 ",1,PDNP,Past Due August 2016 to present-Inactive AO,24.0,OWNED,35.0," 154,975.41 "," 40,733.33 "
32,MALE,MARRIED,1,PDC," 8,939.35 ",1,PDNP,Cavite,4.0,RENTED,4.0," 199,272.41 "," 200,000.00 "
53,MALE,SINGLE,1,WALK-IN," 10,170.10 ",1,PDNP,Past Due August 2016 to present-Inactive AO,7.0,RENTED,6.0," 74,483.68 "," 93,000.00 "
34,FEMALE,SINGLE,4,WALK-IN," 3,591.81 ",1,PDNP,Past Due August 2016 to present-Inactive AO,3.0,RENTED,3.0,                               -  ,                               -  
38,FEMALE,MARRIED,3,WALK-IN," 145,208.51 ",10,PDNP,Pasig I,16.0,OWNED,17.0," 953,929.85 "," 200,000.00 "
52,MALE,SINGLE,5,WALK-IN," 17,399.57 ",1,PDNP,Past Due August 2016 to present-Inactive AO,22.0,OWNED,6.0," 181,900.40 "," 122,500.00 "
52,MALE,SINGLE,0,PDC," 12,166.88 ",4,PDNP,Past Due August 2016 to present-Inactive AO,8.0,RENTED,3.0,                               -  ," 109,392.84 "
35,FEMALE,SINGLE,2,WALK-IN," 25,423.07 ",1,PDNP,Past Due August 2016 to present-Inactive AO,3.0,RENTED,3.0,                               -  ,                               -  
50,MALE,MARRIED,5,WALK-IN, 92.16 ,1,PDNP,Past Due July 2016 and prior-Resigned AO,4.0,BORROWED/SHARED,29.0," 32,320.07 ",                               -  
52,FEMALE,MARRIED,4,WALK-IN," 5,835.95 ",1,PDNP,Pasig I,20.0,OWNED,20.0," 61,813.75 ",                               -  
44,FEMALE,SINGLE,1,WALK-IN," 44,530.44 ",1,PDNP,Cavite,3.0,OWNED,3.0," 92,802.38 "," 67,810.00 "
54,MALE,SINGLE,3,PDC," 67,578.69 ",1,PDNP,Rizal,4.0,MORTGAGED,10.0," 159,455.52 ",                               -  
36,FEMALE,MARRIED,2,WALK-IN," 1,147.90 ",1,PDNP,Quezon City I,3.0,RENTED,3.0,                               -  ,                               -  
31,MALE,MARRIED,1,WALK-IN," 13,023.76 ",1,PDNP,Past Due July 2016 and prior-Resigned AO,10.0,BORROWED/SHARED,20.0," 62,965.51 ",                               -  
39,FEMALE,MARRIED,1,WALK-IN," 10,390.82 ",1,PDNP,Quezon City II,7.0,RENTED,8.0," 48,255.48 ",                               -  
57,MALE,SINGLE,1,WALK-IN," 30,209.03 ",6,PDNP,Rizal,14.0,RENTED,14.0," 553,308.68 "," 200,000.00 "
37,FEMALE,MARRIED,3,WALK-IN," 25,568.83 ",1,PDNP,Past Due August 2016 to present-Inactive AO,3.0,RENTED,3.0,                               -  ,                               -  
31,FEMALE,SINGLE,1,WALK-IN," 7,536.80 ",1,PDNP,Rizal,3.0,BORROWED/SHARED,28.0," 40,388.40 "," 40,000.00 "
54,FEMALE,SINGLE,5,WALK-IN," 8,126.48 ",2,PDNP,Quezon City II,12.0,OWNED,12.0," 212,713.30 "," 50,000.00 "
38,FEMALE,SINGLE,0,WALK-IN," 9,768.02 ",3,PDNP,Past Due August 2016 to present-Inactive AO,3.0,RENTED,3.0,                               -  ,                               -  
39,FEMALE,MARRIED,1,WALK-IN," 19,153.19 ",1,PDNP,Past Due August 2016 to present-Inactive AO,5.0,RENTED,5.0,                               -  ,                               -  
40,FEMALE,SINGLE,2,WALK-IN," 12,944.07 ",1,PDNP,Past Due July 2016 and prior-Active AO,4.0,RENTED,5.0," 30,159.04 ",                               -  
42,FEMALE,MARRIED,3,PDC," 100,918.44 ",7,PDNP,Past Due August 2016 to present-Inactive AO,7.0,OWNED,11.0," 247,246.70 "," 70,000.00 "
40,FEMALE,SINGLE,2,WALK-IN," 24,131.98 ",9,PDNP,Past Due August 2016 to present-Inactive AO,4.0,RENTED,5.0,                               -  ,                               -  
46,FEMALE,MARRIED,2,PDC," 5,557.49 ",2,PDNP,Cavite,4.0,OWNED,14.0," 76,608.74 ",                               -  
42,FEMALE,MARRIED,2,PDC," 4,048.02 ",9,PDNP,Past Due August 2016 to present-Inactive AO,3.0,OWNED,37.0," 173,042.59 "," 287,000.00 "
56,FEMALE,MARRIED,3,WALK-IN," 6,142.03 ",5,PDNP,Cavite,6.0,MORTGAGED,16.0," 68,590.46 ",                               -  
60,FEMALE,SINGLE,2,PDC," 86,360.28 ",7,PDNP,Past Due August 2016 to present-Inactive AO,11.0,BORROWED/SHARED,11.0," 444,571.71 "," 150,000.00 "
26,FEMALE,SINGLE,3,WALK-IN," 93,779.70 ",5,PDNP,Rizal,5.0,RENTED,6.0,                               -  ,                               -  
26,FEMALE,SINGLE,5,WALK-IN," 33,640.44 ",5,PDNP,Pasig II,8.0,RENTED,6.0,                               -  ,                               -  
50,MALE,MARRIED,1,PDC," 72,768.46 ",9,PDNP,Past Due July 2016 and prior-Resigned AO,6.0,RENTED,10.0,                               -  ,                               -  
50,FEMALE,MARRIED,1,WALK-IN," 8,050.86 ",9,PDNP,Quezon City II,5.0,RENTED,10.0,                               -  ,                               -  
50,FEMALE,MARRIED,1,WALK-IN," 2,056.28 ",2,PDNP,Cavite,8.0,RENTED,15.0,                               -  ,                               -  
50,FEMALE,MARRIED,2,WALK-IN," 25,531.14 ",3,PDNP,Past Due August 2016 to present-Inactive AO,8.0,RENTED,15.0,                               -  ,                               -  
29,FEMALE,MARRIED,1,WALK-IN," 6,781.95 ",1,PDNP,Past Due August 2016 to present-Inactive AO,9.0,RENTED,16.0,                               -  ,                               -  
29,FEMALE,MARRIED,2,WALK-IN," 6,123.52 ",1,PDNP,Pasig II,4.0,RENTED,12.0,                               -  ,                               -  
39,MALE,MARRIED,2,WALK-IN," 17,266.25 ",1,PDNP,Past Due August 2016 to present-Inactive AO,5.0,RENTED,12.0,                               -  ,                               -  
46,FEMALE,SEPARATED,1,WALK-IN," 20,364.64 ",1,PDNP,Past Due August 2016 to present-Inactive AO,22.0,OWNED,29.0," 59,270.45 ",                               -  
39,FEMALE,MARRIED,2,WALK-IN," 39,358.41 ",1,PDNP,Pasig I,6.0,RENTED,12.0,                               -  ,                               -  
50,FEMALE,MARRIED,2,WALK-IN," 60,009.99 ",2,PDNP,Past Due August 2016 to present-Inactive AO,8.0,RENTED,14.0,                               -  ,                               -  
50,MALE,MARRIED,2,WALK-IN," 100,070.92 ",3,PDNP,Quezon City II,9.0,RENTED,11.0,                               -  ,                               -  
51,FEMALE,MARRIED,3,WALK-IN," 12,997.09 ",12,PDNP,Past Due August 2016 to present-Inactive AO,18.0,MORTGAGED,0.4," 166,828.01 "," 350,000.00 "
45,FEMALE,MARRIED,3,PDC," 29,658.92 ",1,PDNP,Cavite,12.0,OWNED,45.0," 595,406.36 ",                               -  
45,FEMALE,MARRIED,3,WALK-IN," 8,364.61 ",1,PDNP,Quezon City II,8.0,OWNED,20.0,                               -  ,                               -  
42,FEMALE,MARRIED,5,WALK-IN," 15,496.41 ",14,PDNP,Past Due August 2016 to present-Inactive AO,10.0,RENTED,10.0," 147,031.16 "," 35,000.00 "
52,FEMALE,SEPARATED,3,PDC," 12,027.42 ",6,PDNP,Past Due August 2016 to present-Inactive AO,20.0,OWNED,27.0,                               -  ,                               -  
26,MALE,SINGLE,1,WALK-IN," 12,206.35 ",1,PDNP,Past Due August 2016 to present-Inactive AO,2.0,OWNED,20.0," 151,362.87 "," 25,000.00 "
48,FEMALE,MARRIED,2,WALK-IN," 4,977.79 ",8,PDNP,Past Due August 2016 to present-Inactive AO,6.0,RENTED,15.0," 98,703.13 ",                               -  
47,FEMALE,MARRIED,4,WALK-IN," 142,280.49 ",10,PDNP,Rizal,21.0,BORROWED/SHARED,21.0," 549,596.12 "," 144,000.00 "
38,MALE,SINGLE,0,WALK-IN," 12,014.43 ",6,PDNP,Pasig I,5.0,RENTED,35.0," 61,457.16 "," 20,000.00 "
43,MALE,MARRIED,2,PDC," 58,128.20 ",3,PDNP,Rizal,10.0,OWNED,11.0," 396,899.14 "," 500,000.00 "
44,MALE,SINGLE,3,WALK-IN," 19,202.06 ",2,PDNP,Quezon City I,3.0,OWNED,40.0," 70,015.20 ",                               -  
39,FEMALE,SINGLE,2,WALK-IN, 507.91 ,2,PDNP,Past Due August 2016 to present-Inactive AO,10.0,RENTED,12.0,                               -  ,                               -  
42,FEMALE,MARRIED,5,WALK-IN," 29,235.00 ",1,PDNP,Cavite,9.0,OWNED,39.0," 155,161.87 ",                               -  
44,FEMALE,MARRIED,2,PDC," 76,158.55 ",1,PDNP,Pasig I,8.0,RENTED,3.0," 128,387.04 "," 100,000.00 "
29,FEMALE,SINGLE,0,WALK-IN," 41,464.30 ",1,PDNP,Cavite,10.0,RENTED,11.0,                               -  ,                               -  
29,MALE,SINGLE,1,WALK-IN," 8,561.63 ",2,PDNP,Past Due August 2016 to present-Inactive AO,11.0,RENTED,9.0,                               -  ,                               -  
30,FEMALE,SINGLE,1,WALK-IN," 24,711.94 ",2,PDNP,Past Due August 2016 to present-Inactive AO,10.0,RENTED,2.0,                               -  ,                               -  
31,FEMALE,SINGLE,0,WALK-IN," 34,549.93 ",2,PDNP,Past Due August 2016 to present-Inactive AO,10.0,RENTED,2.0,                               -  ,                               -  
39,MALE,SINGLE,0,WALK-IN," 20,149.97 ",1,PDNP,Past Due August 2016 to present-Inactive AO,3.0,RENTED,3.0,                               -  ,                               -  
31,FEMALE,MARRIED,0,PDC," 110,890.74 ",4,PDNP,Bulacan,5.0,OWNED,5.0," 387,691.19 "," 100,000.00 "
52,FEMALE,MARRIED,3,PDC," 28,430.26 ",2,PDNP,Past Due August 2016 to present-Inactive AO,5.0,OWNED,12.0," 754,034.20 "," 35,000.00 "
43,MALE,MARRIED,2,PDC," 56,130.32 ",1,PDNP,Past Due August 2016 to present-Inactive AO,12.0,OWNED,43.0," 303,243.03 "," 589,966.63 "
45,FEMALE,SINGLE,0,WALK-IN," 12,482.84 ",6,PDNP,Past Due August 2016 to present-Inactive AO,4.0,RENTED,3.0,                               -  ,                               -  
40,FEMALE,SINGLE,0,WALK-IN," 61,048.84 ",1,PDNP,Past Due August 2016 to present-Inactive AO,5.0,RENTED,3.0,                               -  ,                               -  
39,MALE,MARRIED,1,WALK-IN," 24,853.52 ",2,PDNP,Past Due August 2016 to present-Inactive AO,9.0,RENTED,4.0,                               -  ,                               -  
45,FEMALE,MARRIED,2,WALK-IN," 31,773.92 ",4,PDNP,Past Due July 2016 and prior-Resigned AO,6.0,RENTED,4.0,                               -  ,                               -  
45,FEMALE,MARRIED,3,WALK-IN," 27,401.69 ",5,PDNP,Past Due August 2016 to present-Inactive AO,7.0,RENTED,5.0,                               -  ,                               -  
45,FEMALE,MARRIED,1,WALK-IN," 21,331.32 ",1,PDNP,Past Due August 2016 to present-Inactive AO,8.0,RENTED,5.0,                               -  ,                               -  
50,MALE,MARRIED,4,WALK-IN," 78,587.24 ",9,PDNP,Quezon City II,9.0,RENTED,9.0,                               -  ,                               -  
39,FEMALE,SINGLE,2,WALK-IN," 37,043.92 ",1,PDNP,Pasig I,10.0,RENTED,10.0,                               -  ,                               -  
38,FEMALE,SINGLE,1,WALK-IN," 16,928.07 ",2,PDNP,Cavite,11.0,RENTED,10.0,                               -  ,                               -  
39,MALE,SINGLE,1,WALK-IN," 52,758.54 ",2,PDNP,Cavite,12.0,RENTED,19.0,                               -  ,                               -  
40,FEMALE,SINGLE,1,WALK-IN," 7,287.40 ",2,PDNP,Cavite,13.0,RENTED,2.0,                               -  ,                               -  
33,MALE,SINGLE,1,WALK-IN," 20,603.11 ",1,PDNP,Quezon City I,4.0,RENTED,5.0,                               -  ,                               -  
33,MALE,SINGLE,2,WALK-IN," 26,221.03 ",1,PDNP,Quezon City I,12.0,RENTED,5.0,                               -  ,                               -  
39,FEMALE,SINGLE,1,WALK-IN," 29,385.74 ",2,PDNP,Rizal,3.0,RENTED,5.0,                               -  ,                               -  
