AGE,GENDER,CIVIL STATUS,NO DEPENDANTS,MOP,PORTFOLIO AT RISK,CYCLES,CURT/PDNP,BRANCH,YEARS BUS,HOME,YEARS HOME,CF TO LOAN,COLL TO LOAN
40,MALE,MARRIED,2,PDC, 1.00 ,2,PDNP,Pasig II,8.0,RENTED,8.0,                               -  ,                               -  
33,FEMALE,SINGLE,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,8.0,RENTED,10.0," 44,874.50 ",                               -  
44,MALE,MARRIED,2,PDC, 1.00 ,3,PDNP,Pasig I,14.0,RENTED,14.0," 91,804.38 ",                               -  
38,FEMALE,MARRIED,2,WALK-IN, 1.00 ,7,PDNP,Write off-Inactive AO,11.0,OWNED,11.0," 159,206.78 ",                               -  
27,FEMALE,SINGLE,1,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,8.0,RENTED,8.0," 64,533.00 ",                               -  
45,FEMALE,WIDOW,2,WALK-IN, 1.00 ,1,PDNP,Pasig II,15.0,RENTED,9.0," 108,229.00 ",                               -  
49,FEMALE,MARRIED,3,WALK-IN, 1.00 ,13,PDNP,Rizal,13.0,OWNED,27.0,                               -  ,                               -  
54,FEMALE,WIDOW,1,WALK-IN, 1.00 ,6,PDNP,Cavite,3.0,OWNED,26.0," 75,192.00 ",                               -  
38,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Pasig II,9.0,OWNED,20.0,                               -  ,                               -  
65,FEMALE,WIDOW,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,11.0,RENTED,25.0," 27,574.77 ",                               -  
41,FEMALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,BORROWED/SHARED,23.0," 59,576.48 ",                               -  
53,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Pasig II,7.0,BORROWED/SHARED,30.0," 10,475.99 ",                               -  
50,FEMALE,SINGLE,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,12.0,OWNED,18.0," 76,319.45 ",                               -  
35,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Rizal,4.0,RENTED,12.0," 33,036.00 ",                               -  
53,MALE,SINGLE,5,PDC, 1.00 ,1,PDNP,Pasig II,10.0,RENTED,12.0," 152,617.00 ",                               -  
46,FEMALE,SINGLE,5,PDC, 1.00 ,4,PDNP,Write off-Inactive AO,12.0,OWNED,12.0," 711,602.87 "," 150,000.00 "
38,FEMALE,SINGLE,3,PDC, 1.00 ,5,PDNP,Write off-Inactive AO,6.0,OWNED,13.0," 215,315.32 "," 320,000.00 "
51,FEMALE,SINGLE,4,WALK-IN, 1.00 ,3,PDNP,Pasig II,12.0,BORROWED/SHARED,12.0," 136,627.00 ",                               -  
50,FEMALE,MARRIED,2,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,30.0,OWNED,50.0," 162,476.35 "," 150,000.00 "
52,FEMALE,MARRIED,3,PDC, 1.00 ,1,PDNP,Rizal,15.0,OWNED,15.0," 214,514.54 ",                               -  
46,FEMALE,SEPARATED,1,PDC, 1.00 ,4,PDNP,Write off-Inactive AO,8.0,OWNED,8.0,                               -  ,                               -  
52,FEMALE,SEPARATED,1,WALK-IN, 1.00 ,2,PDNP,Cavite,7.0,MORTGAGED,10.0," 36,744.86 ",                               -  
50,FEMALE,MARRIED,3,WALK-IN, 1.00 ,5,PDNP,Write off-Inactive AO,9.0,BORROWED/SHARED,35.0," 57,195.93 ",                               -  
41,FEMALE,SINGLE,1,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,7.0,OWNED,9.0," 52,318.00 ",                               -  
53,FEMALE,MARRIED,2,WALK-IN, 1.00 ,9,PDNP,Write off-Inactive AO,20.0,BORROWED/SHARED,39.0," 96,409.84 ",                               -  
46,FEMALE,MARRIED,3,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,9.0,OWNED,9.0," 221,949.04 "," 30,000.00 "
45,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,12.0,BORROWED/SHARED,12.0," 21,232.11 ",                               -  
42,MALE,MARRIED,4,PDC, 1.00 ,1,PDNP,Rizal,9.0,OWNED,8.0," 85,629.86 ",                               -  
51,FEMALE,MARRIED,1,WALK-IN, 1.00 ,1,PDNP,Pasig II,25.0,OWNED,28.0," 163,746.00 ",                               -  
32,FEMALE,SINGLE,3,WALK-IN, 1.00 ,1,PDNP,Pasig I,5.0,RENTED,6.0," 55,821.48 "," 16,000.00 "
57,FEMALE,SINGLE,3,WALK-IN, 1.00 ,2,PDNP,Rizal,9.0,BORROWED/SHARED,57.0," 42,975.13 ",                               -  
34,FEMALE,MARRIED,2,PDC, 1.00 ,2,PDNP,Quezon City I,4.0,RENTED,5.0," 195,995.00 "," 65,000.00 "
32,FEMALE,SINGLE,2,WALK-IN, 1.00 ,2,PDNP,Pasig II,3.0,RENTED,3.0," 91,231.00 ",                               -  
50,FEMALE,SINGLE,5,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,7.0,OWNED,7.0," 18,420.00 ",                               -  
44,MALE,MARRIED,2,PDC, 1.00 ,2,PDNP,Write off-Inactive AO,3.0,RENTED,3.0,                               -  ,                               -  
36,FEMALE,MARRIED,2,WALK-IN, 1.00 ,8,PDNP,Quezon City I,20.0,RENTED,3.0," 227,464.02 ",                               -  
54,FEMALE,MARRIED,6,PDC, 1.00 ,10,PDNP,Quezon City I,7.0,OWNED,20.0,                               -  ,                               -  
52,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,3.0,OWNED,10.0," 26,311.83 ",                               -  
47,FEMALE,MARRIED,4,WALK-IN, 1.00 ,7,PDNP,Write off-Inactive AO,9.0,OWNED,20.0," 24,830.35 ",                               -  
43,FEMALE,MARRIED,2,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,10.0,BORROWED/SHARED,30.0," 65,345.00 ",                               -  
41,FEMALE,SINGLE,3,WALK-IN, 1.00 ,6,PDNP,Cavite,12.0,BORROWED/SHARED,14.0," 119,000.00 ",                               -  
36,FEMALE,MARRIED,5,PDC, 1.00 ,3,PDNP,Rizal,9.0,RENTED,19.0," 270,164.00 ",                               -  
38,FEMALE,SEPARATED,3,WALK-IN, 1.00 ,1,PDNP,Pasig I,10.0,BORROWED/SHARED,38.0," 39,848.90 ",                               -  
35,FEMALE,MARRIED,0,PDC, 1.00 ,2,PDNP,Write off-Inactive AO,2.0,RENTED,4.0," 288,092.73 ",                               -  
50,FEMALE,WIDOW,3,WALK-IN, 1.00 ,13,PDNP,Cavite,5.0,BORROWED/SHARED,50.0," 81,470.98 ",                               -  
49,FEMALE,WIDOW,4,PDC, 1.00 ,2,PDNP,Cavite,7.0,OWNED,49.0," 79,500.00 ",                               -  
46,FEMALE,MARRIED,6,PDC, 1.00 ,17,PDNP,Cavite,9.0,OWNED,20.0," 222,096.00 "," 38,000.00 "
47,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,11.0,MORTGAGED,12.0," 26,767.46 ",                               -  
40,FEMALE,MARRIED,2,PDC, 1.00 ,6,PDNP,Write off-Inactive AO,7.0,MORTGAGED,9.0," 439,735.00 ",                               -  
58,FEMALE,SINGLE,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,9.0,OWNED,29.0," 76,157.00 ",                               -  
51,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Rizal,17.0,RENTED,8.0," 56,248.00 ",                               -  
36,FEMALE,MARRIED,1,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,11.0,OWNED,20.0," 43,363.21 "," 30,000.00 "
55,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,24.0,OWNED,55.0," 109,702.98 ",                               -  
52,MALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,9.0,OWNED,9.0," 154,683.31 ",                               -  
50,FEMALE,SEPARATED,1,WALK-IN, 1.00 ,2,PDNP,Pasig II,20.0,OWNED,22.0," 76,513.00 ",                               -  
50,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,12.0,BORROWED/SHARED,23.0," 44,116.49 ",                               -  
48,FEMALE,WIDOW,2,WALK-IN, 1.00 ,4,PDNP,Write off-Inactive AO,8.0,RENTED,8.0," 61,651.10 ",                               -  
37,FEMALE,MARRIED,1,WALK-IN, 1.00 ,3,PDNP,Cavite,8.0,OWNED,12.0," 92,901.52 "," 25,000.00 "
48,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,13.0,OWNED,19.0," 80,821.00 ",                               -  
56,MALE,MARRIED,4,PDC, 1.00 ,1,PDNP,Cavite,6.0,RENTED,7.0," 120,676.36 ",                               -  
62,FEMALE,MARRIED,1,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,14.0,OWNED,16.0," 60,677.99 ",                               -  
25,MALE,SINGLE,2,PDC, 1.00 ,2,PDNP,Quezon City I,10.0,BORROWED/SHARED,25.0," 150,301.62 ",                               -  
42,FEMALE,SINGLE,1,WALK-IN, 1.00 ,2,PDNP,Pasig I,8.0,RENTED,12.0," 125,194.21 ",                               -  
53,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,16.0,OWNED,16.0,                               -  ,                               -  
51,FEMALE,MARRIED,3,PDC, 1.00 ,12,PDNP,Quezon City I,19.0,BORROWED/SHARED,25.0," 174,000.00 ",                               -  
42,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,9.0,OWNED,33.0," 37,782.87 ",                               -  
30,FEMALE,SINGLE,1,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,12.0,OWNED,28.0," 53,727.87 ",                               -  
40,FEMALE,SINGLE,5,PDC, 1.00 ,3,PDNP,Write off-Inactive AO,14.0,OWNED,39.0," 214,980.78 ",                               -  
42,FEMALE,SINGLE,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,14.0,RENTED,14.0," 69,884.13 ",                               -  
49,FEMALE,SINGLE,1,WALK-IN, 1.00 ,5,PDNP,Cavite,18.0,RENTED,20.0," 83,142.62 ",                               -  
50,FEMALE,SINGLE,3,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,11.0,BORROWED/SHARED,20.0," 89,836.59 ",                               -  
43,MALE,MARRIED,4,WALK-IN, 1.00 ,4,PDNP,Write off-Inactive AO,8.0,OWNED,8.0," 77,438.00 ",                               -  
39,FEMALE,SINGLE,1,PDC, 1.00 ,1,PDNP,Rizal,14.0,OWNED,14.0," 34,535.82 "," 90,000.00 "
42,FEMALE,SINGLE,0,WALK-IN, 1.00 ,5,PDNP,Cavite,5.0,OWNED,32.0," 107,256.15 ",                               -  
35,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Rizal,7.0,BORROWED/SHARED,35.0," 25,000.00 ",                               -  
34,MALE,SINGLE,1,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,8.0,OWNED,34.0," 120,000.00 ",                               -  
52,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Quezon City I,6.0,OWNED,24.0," 76,811.46 ",                               -  
51,FEMALE,MARRIED,2,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,19.0,RENTED,45.0,                               -  ,                               -  
50,FEMALE,SINGLE,1,WALK-IN, 1.00 ,1,PDNP,Rizal,14.0,RENTED,19.0," 29,000.00 ",                               -  
51,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,14.0,BORROWED/SHARED,25.0," 73,652.07 ",                               -  
31,MALE,SINGLE,6,WALK-IN, 1.00 ,6,PDNP,Write off-Inactive AO,12.0,BORROWED/SHARED,21.0," 101,761.35 ",                               -  
40,MALE,MARRIED,3,WALK-IN, 1.00 ,2,PDNP,Cavite,7.0,BORROWED/SHARED,15.0," 108,488.92 ",                               -  
50,FEMALE,SEPARATED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,15.0,BORROWED/SHARED,45.0,                               -  ,                               -  
56,FEMALE,MARRIED,4,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,28.0,OWNED,38.0," 41,755.41 ",                               -  
52,FEMALE,SINGLE,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,RENTED,10.0," 31,800.00 ",                               -  
49,FEMALE,MARRIED,5,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,20.0,BORROWED/SHARED,20.0," 41,849.80 ",                               -  
41,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,8.0,RENTED,41.0," 60,143.47 "," 15,000.00 "
65,FEMALE,WIDOW,1,PDC, 1.00 ,10,PDNP,Write off-Inactive AO,40.0,OWNED,64.0," 304,843.62 "," 150,000.00 "
48,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Pasig I,13.0,OWNED,20.0," 63,699.78 ",                               -  
47,FEMALE,MARRIED,1,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,16.0,OWNED,45.0," 204,130.00 ",                               -  
33,MALE,SINGLE,0,PDC, 1.00 ,4,PDNP,Write off-Inactive AO,8.0,RENTED,9.0," 87,379.00 "," 70,000.00 "
48,MALE,MARRIED,3,WALK-IN, 1.00 ,3,PDNP,Rizal,21.0,OWNED,22.0," 44,216.00 ",                               -  
46,FEMALE,SINGLE,0,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,2.0,OWNED,3.0," 38,461.29 "," 48,000.00 "
39,FEMALE,MARRIED,3,WALK-IN, 1.00 ,5,PDNP,Pasig II,17.0,RENTED,9.0,                               -  ,                               -  
56,FEMALE,SEPARATED,2,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,9.0,RENTED,12.0," 26,111.87 ",                               -  
57,MALE,SINGLE,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,12.0,OWNED,17.0," 130,872.29 ",                               -  
35,FEMALE,MARRIED,4,WALK-IN, 1.00 ,7,PDNP,Write off-Inactive AO,9.0,RENTED,9.0," 10,430.68 ",                               -  
53,FEMALE,WIDOW,1,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,15.0,OWNED,15.0,                               -  ,                               -  
48,FEMALE,SEPARATED,2,WALK-IN, 1.00 ,2,PDNP,Rizal,18.0,OWNED,20.0," 139,385.17 "," 40,000.00 "
52,FEMALE,MARRIED,4,PDC, 1.00 ,14,PDNP,Quezon City I,19.0,RENTED,19.0," 322,461.00 ",                               -  
38,FEMALE,MARRIED,5,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,14.0,RENTED,9.0," 152,923.83 ",                               -  
52,MALE,SINGLE,0,WALK-IN, 1.00 ,3,PDNP,Cavite,19.0,OWNED,25.0," 23,028.24 ",                               -  
37,MALE,SINGLE,2,WALK-IN, 1.00 ,7,PDNP,Cavite,1.0,MORTGAGED,7.0,                               -  ,                               -  
52,FEMALE,MARRIED,0,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,RENTED,3.0,                               -  ,                               -  
51,FEMALE,SEPARATED,1,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,12.0,OWNED,12.0," 165,035.50 "," 90,000.00 "
56,MALE,MARRIED,3,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,10.0,OWNED,10.0," 70,505.51 "," 25,000.00 "
58,FEMALE,SINGLE,3,WALK-IN, 1.00 ,1,PDNP,Rizal,8.0,RENTED,9.0," 64,272.96 ",                               -  
43,FEMALE,SEPARATED,5,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,11.0,OWNED,18.0," 85,640.93 ",                               -  
49,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,9.0,OWNED,9.0," 36,595.11 ",                               -  
43,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,OWNED,43.0," 30,039.07 ",                               -  
46,FEMALE,SEPARATED,2,WALK-IN, 1.00 ,2,PDNP,Quezon City I,10.0,RENTED,11.0," 66,718.00 ",                               -  
43,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Cavite,10.0,OWNED,10.0," 33,597.04 ",                               -  
60,FEMALE,SINGLE,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,27.0,OWNED,27.0," 122,381.76 ",                               -  
56,MALE,MARRIED,4,PDC, 1.00 ,10,PDNP,Write off-Inactive AO,27.0,OWNED,27.0," 550,208.33 "," 200,000.00 "
55,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Pasig II,16.0,OWNED,26.0," 128,181.24 ",                               -  
43,FEMALE,SINGLE,1,WALK-IN, 1.00 ,7,PDNP,Quezon City I,15.0,OWNED,24.0," 245,103.14 ",                               -  
37,MALE,SINGLE,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,19.0,BORROWED/SHARED,19.0," 18,281.00 ",                               -  
54,FEMALE,SEPARATED,3,WALK-IN, 1.00 ,2,PDNP,Pasig I,15.0,BORROWED/SHARED,8.0," 54,067.66 ",                               -  
45,MALE,MARRIED,2,PDC, 1.00 ,5,PDNP,Pasig I,7.0,OWNED,9.0," 108,486.85 "," 60,000.00 "
43,MALE,SINGLE,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,7.0,OWNED,7.0," 159,174.00 "," 600,000.00 "
47,MALE,MARRIED,4,PDC, 1.00 ,1,PDNP,Rizal,12.0,BORROWED/SHARED,30.0," 167,465.13 ",                               -  
54,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,12.0,OWNED,12.0," 44,672.27 ",                               -  
42,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Quezon City II,7.0,OWNED,15.0,                               -  ,                               -  
52,FEMALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Rizal,28.0,OWNED,40.0,                               -  ,                               -  
43,FEMALE,SINGLE,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,12.0,OWNED,12.0," 129,000.00 "," 51,600.00 "
42,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Cavite,9.0,OWNED,9.0," 63,325.57 "," 85,500.00 "
35,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Cavite,12.0,RENTED,35.0," 51,726.12 ",                               -  
50,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,20.0,BORROWED/SHARED,50.0," 40,143.74 ",                               -  
46,FEMALE,MARRIED,6,WALK-IN, 1.00 ,4,PDNP,Cavite,15.0,BORROWED/SHARED,43.0," 41,493.07 ",                               -  
50,FEMALE,SINGLE,0,WALK-IN, 1.00 ,3,PDNP,Cavite,12.0,RENTED,12.0," 32,561.06 ",                               -  
58,FEMALE,WIDOW,2,WALK-IN, 1.00 ,10,PDNP,Cavite,12.0,OWNED,18.0," 148,000.00 ",                               -  
54,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,1.0,RENTED,16.0," 27,086.62 ",                               -  
49,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Pasig I,8.0,BORROWED/SHARED,11.0," 62,970.81 ",                               -  
45,MALE,SINGLE,2,PDC, 1.00 ,2,PDNP,Pasig I,15.0,RENTED,18.0," 208,678.59 ",                               -  
54,FEMALE,MARRIED,3,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,12.0,RENTED,8.0," 50,786.00 ",                               -  
59,MALE,MARRIED,2,WALK-IN, 1.00 ,3,PDNP,Cavite,7.0,OWNED,21.0," 208,678.59 ",                               -  
55,FEMALE,MARRIED,2,PDC, 1.00 ,2,PDNP,Rizal,4.0,OWNED,6.0,                               -  ,                               -  
63,MALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,27.0,OWNED,27.0," 68,585.09 ",                               -  
48,MALE,MARRIED,3,WALK-IN, 1.00 ,6,PDNP,Rizal,10.0,MORTGAGED,10.0," 386,927.01 ",                               -  
41,FEMALE,MARRIED,3,PDC, 1.00 ,3,PDNP,Write off-Inactive AO,19.0,OWNED,14.0," 176,446.25 "," 140,000.00 "
46,FEMALE,MARRIED,0,WALK-IN, 1.00 ,1,PDNP,Pasig I,3.0,RENTED,10.0," 47,037.10 ",                               -  
59,FEMALE,WIDOW,0,PDC, 1.00 ,7,PDNP,Write off-Inactive AO,12.0,OWNED,21.0," 305,347.66 "," 325,000.00 "
38,FEMALE,SINGLE,3,WALK-IN, 1.00 ,1,PDNP,Cavite,20.0,OWNED,10.0,                               -  ,                               -  
45,FEMALE,MARRIED,3,WALK-IN, 1.00 ,8,PDNP,Write off-Inactive AO,11.0,RENTED,10.0," 103,498.19 ",                               -  
43,MALE,MARRIED,3,WALK-IN, 1.00 ,4,PDNP,Write off-Inactive AO,11.0,OWNED,11.0," 77,775.00 "," 70,000.00 "
32,MALE,SINGLE,2,PDC, 1.00 ,8,PDNP,Write off-Inactive AO,4.0,OWNED,14.0," 392,260.00 ",                               -  
38,FEMALE,SINGLE,5,WALK-IN, 1.00 ,5,PDNP,Pasig II,6.0,OWNED,16.0," 434,182.56 ",                               -  
51,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,8.0,OWNED,10.0," 37,626.02 ",                               -  
48,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,7.0,OWNED,20.0," 85,244.00 ",                               -  
62,MALE,SINGLE,0,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,4.0,OWNED,10.0," 40,266.00 ",                               -  
52,MALE,SINGLE,0,PDC, 1.00 ,4,PDNP,Pasig I,40.0,BORROWED/SHARED,47.0," 325,745.00 "," 5,000.00 "
49,FEMALE,SINGLE,2,WALK-IN, 1.00 ,1,PDNP,Cavite,1.0,OWNED,49.0," 23,302.36 ",                               -  
40,FEMALE,SINGLE,2,WALK-IN, 1.00 ,2,PDNP,Cavite,3.0,OWNED,12.0," 226,193.00 ",                               -  
33,FEMALE,SINGLE,2,PDC, 1.00 ,5,PDNP,Pasig II,15.0,BORROWED/SHARED,10.0," 133,741.00 "," 50,000.00 "
49,FEMALE,MARRIED,3,WALK-IN, 1.00 ,4,PDNP,Write off-Inactive AO,16.0,RENTED,16.0," 68,130.00 "," 16,000.00 "
47,MALE,MARRIED,2,PDC, 1.00 ,1,PDNP,Rizal,15.0,OWNED,5.0," 127,966.00 ",                               -  
31,MALE,SINGLE,1,WALK-IN, 1.00 ,1,PDNP,Cavite,8.0,RENTED,8.0," 171,847.00 ",                               -  
39,MALE,MARRIED,2,PDC, 1.00 ,6,PDNP,Write off-Inactive AO,4.0,RENTED,8.0," 83,876.00 ",                               -  
42,MALE,SINGLE,0,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,8.0,OWNED,8.0," 150,271.00 ",                               -  
35,FEMALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,6.0,OWNED,16.0," 42,395.67 ",                               -  
41,FEMALE,MARRIED,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,5.0,BORROWED/SHARED,39.0," 59,099.00 ",                               -  
40,MALE,MARRIED,2,WALK-IN, 1.00 ,5,PDNP,Rizal,4.0,BORROWED/SHARED,36.0," 48,901.00 ",                               -  
53,FEMALE,SINGLE,4,WALK-IN, 1.00 ,2,PDNP,Pasig I,6.0,BORROWED/SHARED,11.0," 19,856.60 ",                               -  
50,FEMALE,SINGLE,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,1.0,RENTED,3.0," 25,668.00 ",                               -  
55,MALE,MARRIED,1,WALK-IN, 1.00 ,3,PDNP,Rizal,15.0,OWNED,25.0," 219,391.00 ",                               -  
33,FEMALE,SINGLE,1,PDC, 1.00 ,5,PDNP,Pasig I,10.0,RENTED,4.0," 293,196.21 ",                               -  
44,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Pasig II,3.0,RENTED,15.0,                               -  ,                               -  
52,MALE,MARRIED,6,PDC, 1.00 ,4,PDNP,Quezon City I,19.0,OWNED,48.0,                               -  ,                               -  
24,FEMALE,MARRIED,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,3.0,OWNED,3.0," 34,017.88 ",                               -  
43,MALE,MARRIED,3,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,3.0,OWNED,16.0," 30,084.00 ",                               -  
47,FEMALE,SINGLE,3,COLLECTION, 1.00 ,1,PDNP,Write off-Inactive AO,11.0,BORROWED/SHARED,47.0," 138,265.93 ",                               -  
43,FEMALE,SEPARATED,4,WALK-IN, 1.00 ,10,PDNP,Write off-Inactive AO,35.0,OWNED,35.0," 104,791.36 ",                               -  
41,FEMALE,MARRIED,3,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,25.0,OWNED,30.0," 380,992.13 "," 55,000.00 "
44,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,20.0,OWNED,2.0," 193,052.54 "," 58,800.00 "
31,MALE,SINGLE,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,8.0,OWNED,24.0,                               -  ,                               -  
32,MALE,SINGLE,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,6.0,OWNED,26.0," 81,482.00 "," 200,000.00 "
38,FEMALE,SINGLE,4,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,17.0,RENTED,6.0," 457,850.00 ",                               -  
44,FEMALE,SEPARATED,1,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,8.0,OWNED,8.0," 57,693.70 ",                               -  
39,FEMALE,MARRIED,5,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,3.0,RENTED,3.0," 123,733.91 ",                               -  
45,FEMALE,SINGLE,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,15.0,OWNED,45.0," 26,943.77 ",                               -  
46,FEMALE,SEPARATED,0,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,5.0,RENTED,7.0," 55,457.00 "," 65,000.00 "
54,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,5.0,OWNED,23.0," 55,712.46 ",                               -  
50,FEMALE,MARRIED,2,PDC, 1.00 ,1,PDNP,Cavite,4.0,OWNED,45.0,                               -  ,                               -  
43,FEMALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,4.0,OWNED,14.0," 29,925.08 ",                               -  
46,FEMALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Rizal,2.0,OWNED,2.0," 88,663.00 ",                               -  
40,MALE,SINGLE,0,WALK-IN, 1.00 ,3,PDNP,Rizal,9.0,BORROWED/SHARED,26.0," 193,859.00 ",                               -  
46,FEMALE,MARRIED,5,WALK-IN, 1.00 ,2,PDNP,Pasig I,8.0,OWNED,25.0," 62,832.67 ",                               -  
54,MALE,MARRIED,1,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,3.0,OWNED,8.0," 32,359.27 ",                               -  
38,FEMALE,MARRIED,5,PDC, 1.00 ,3,PDNP,Rizal,2.0,OWNED,20.0," 123,603.00 ",                               -  
41,MALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,4.0,OWNED,20.0," 67,012.00 ",                               -  
